id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,1.7125,1.35,0.45,44.9906565,17.0097,10.602713,11.623295,16.0
315,F,1.5125,1.175,0.35,27.0170735,12.6155275,5.17378375,7.37087,8.0
316,M,1.45,1.15,0.4125,29.5118295,13.65028425,7.24329725,7.654365,9.0
317,F,1.6,1.25,0.4125,38.51279575,17.16562225,8.54737425,9.922325,10.0
318,I,0.9375,0.7125,0.2,7.58349125,3.515338,1.6726205,1.984465,6.0
319,I,0.8,0.625,0.225,5.443104,2.2963095,0.83631025,1.8427175,7.0
320,M,1.675,1.3125,0.4375,41.91473575,17.2648455,9.185238,11.056305,10.0
321,F,1.175,0.875,0.3,14.81261375,6.633783,3.061746,4.6776675,10.0
322,M,1.425,1.125,0.325,23.530085,11.1413535,4.86193925,6.9456275,10.0
323,M,1.25,1.0,0.4125,27.0737725,7.7961125,6.1518415,9.7805775,16.0
324,M,1.4625,1.125,0.3875,24.11124975,10.24834425,5.9250455,6.633783,11.0
325,F,1.4625,1.1625,0.425,27.839209,8.561549,6.690482,10.489315,17.0
326,I,0.925,0.725,0.25,7.087375,3.41611475,1.984465,2.16873675,6.0
327,I,1.325,1.0125,0.325,18.4555245,8.561549,3.9405805,4.7343665,11.0
328,F,1.3375,1.05,0.325,22.41027975,9.31281075,4.01145425,6.9456275,12.0
329,M,1.5125,1.2,0.4,29.8520235,12.48795475,6.1518415,8.50485,11.0
330,I,0.925,0.7,0.25,6.30776375,2.9766975,1.20485375,1.984465,7.0
331,M,1.4125,1.1,0.375,23.51591025,9.87980075,5.386405,7.2291225,11.0
332,F,1.6125,1.25,0.4,32.4601775,13.62193475,7.484268,9.2135875,12.0
333,F,1.7375,1.3375,0.55,47.10269425,20.808533,10.20582,13.324265,13.0
334,I,0.8625,0.6625,0.2,5.42892925,1.74349425,1.0489315,1.984465,10.0
335,I,1.25,0.9625,0.3125,15.83319575,7.087375,3.52951275,4.819415,8.0
336,I,1.1375,0.8875,0.3125,11.3398,4.0539785,2.14038725,3.8271825,8.0
337,I,1.3125,1.0,0.35,17.70426275,7.200773,3.72795925,5.06038575,8.0
338,M,1.5125,1.1875,0.3875,35.19590425,17.22232125,7.52679225,7.93786,12.0
339,F,1.525,1.175,0.4625,29.27085875,10.21999475,7.087375,10.20582,15.0
340,I,0.9,0.675,0.1875,5.3013565,1.644271,0.63786375,1.43164975,6.0
341,M,1.4125,1.075,0.35,22.169309,8.32057825,4.706017,7.087375,12.0
342,I,1.3125,0.975,0.3,18.01610725,9.865626,3.04757125,5.2446575,8.0
343,M,1.625,1.3125,0.475,50.745605,25.911443,10.33339275,11.056305,14.0
344,I,0.7625,0.575,0.2,4.309124,1.8427175,0.86465975,1.2757275,6.0
345,M,1.4875,1.1625,0.4125,29.993771,12.643877,7.144074,8.32057825,9.0
346,M,1.4375,1.1625,0.3625,26.63435525,11.4248485,4.83358975,7.654365,9.0
347,F,1.0625,0.825,0.275,12.5021295,5.3013565,2.2963095,3.005047,7.0
348,F,1.625,1.3,0.4375,40.653183,19.6462035,8.71747125,10.489315,11.0
349,M,1.125,0.8375,0.25,10.41844125,4.8477645,2.324659,3.40194,8.0
350,M,1.45,1.125,0.375,25.92561775,9.05766525,5.2446575,6.80388,17.0
351,M,1.1875,0.9125,0.2125,11.226402,4.74854125,2.2963095,2.8632995,7.0
352,M,1.5,1.2125,0.425,32.92794425,14.2597985,7.3425205,8.9300925,11.0
353,M,1.325,1.075,0.325,22.2543575,9.6104805,4.876114,6.3786375,10.0
354,I,1.35,1.05,0.35,21.21960075,10.47514025,5.68407475,5.499803,9.0
355,M,1.525,1.2,0.375,33.0271675,13.25339125,5.88252125,9.7805775,10.0
356,I,0.9125,0.6625,0.2,6.0384435,2.96252275,1.43164975,1.644271,6.0
357,M,1.5,1.1375,0.375,24.7491135,11.453198,5.59902625,7.654365,12.0
358,F,1.2875,0.975,0.3125,16.45688475,7.24329725,3.75630875,4.876114,11.0
359,M,1.2875,1.0375,0.35,21.87163925,7.44174375,4.37999775,7.2291225,10.0
360,I,0.8625,0.6375,0.2125,5.5848515,2.48058125,1.09145575,1.70097,7.0
361,I,1.25,0.9625,0.3125,16.51358375,7.10154975,3.685435,4.9611625,8.0
362,M,1.1,0.875,0.2625,13.56523575,5.6699,2.551455,3.8271825,7.0
363,F,1.8125,1.4375,0.5375,71.11472075,31.4395955,13.380964,17.59086475,10.0
364,I,0.9125,0.675,0.1875,4.49339575,1.644271,0.94970825,1.304077,5.0
365,M,1.5875,1.225,0.4125,33.8776525,14.92601175,6.47786075,8.97261675,11.0
366,I,0.775,0.5625,0.2125,3.9405805,1.417475,0.80796075,1.360776,7.0
367,I,1.075,0.875,0.25,10.30504325,4.46504625,2.5798045,3.21766825,7.0
368,I,1.025,0.8125,0.275,11.2547515,4.77689075,2.5231055,3.40194,8.0
369,I,1.0875,0.875,0.275,12.54465375,5.34388075,2.50893075,2.6932025,7.0
370,F,1.4375,1.1125,0.375,24.56484175,11.1413535,5.386405,6.520385,8.0
371,F,1.5,1.2875,0.4875,37.74735925,13.70698325,6.917278,13.1825175,20.0
372,I,1.425,1.125,0.35,20.921931,9.48290775,4.97533725,6.23689,9.0
373,I,1.0125,0.7625,0.2625,10.41844125,4.8477645,2.324659,3.40194,8.0
374,F,1.65,1.3125,0.4875,43.1762885,19.6462035,11.60912025,11.4815475,11.0
375,F,1.5375,1.1875,0.375,31.51046925,10.375917,7.597666,9.922325,14.0
376,M,1.4125,1.125,0.4,26.932025,11.15552825,5.54232725,7.2291225,9.0
377,M,1.175,0.8875,0.3,14.41572075,6.73300625,2.87747425,3.96893,8.0
378,M,1.475,1.1625,0.4,30.1922175,13.777857,6.36446275,7.5126175,9.0
379,I,0.9625,0.7,0.25,7.98038425,3.231843,2.4097075,2.4097075,7.0
380,F,1.45,1.1625,0.4375,26.63435525,11.7650425,5.556502,7.654365,10.0
381,M,1.3875,1.1,0.3125,23.85610425,10.41844125,5.40057975,6.80388,13.0
382,M,1.3,0.9625,0.375,18.24290325,7.04485075,3.92640575,5.953395,10.0
383,M,1.55,1.2,0.475,36.38658325,17.8885345,6.4920355,11.3398,9.0
384,F,1.5875,1.25,0.475,38.00250475,16.612807,8.3064035,10.0640725,10.0
385,M,1.325,1.05,0.325,19.27766,8.29222875,3.9405805,6.23689,15.0
386,F,1.3875,1.125,0.3125,22.792998,9.62465525,4.9044635,6.520385,11.0
387,M,1.7875,1.45,0.4625,43.828327,19.54698025,10.886208,10.6310625,11.0
388,M,1.3625,1.125,0.375,22.12678475,8.50485,4.4508715,7.5126175,10.0
389,I,1.2125,0.975,0.35,15.52135125,7.10154975,3.81300775,4.32329875,8.0
390,M,1.675,1.3125,0.5,44.04094825,19.0997955,8.12213175,14.3164975,17.0
391,M,1.45,1.1375,0.3875,29.97959625,13.90542975,5.386405,8.0796075,9.0
392,I,1.1375,0.9125,0.275,12.74310025,5.96756975,2.891649,3.69960975,8.0
393,I,0.85,0.65,0.225,5.10291,2.551455,1.34660125,1.5592225,6.0
394,F,1.625,1.3,0.425,39.70347475,18.92329125,8.57572375,11.4815475,11.0
395,F,1.5125,1.1875,0.3875,29.1716355,10.2908685,5.37223025,8.0796075,13.0
396,M,1.625,1.25,0.4375,43.02036625,19.6462035,10.7444605,11.5949455,14.0
397,M,1.575,1.25,0.4125,32.95629375,13.90542975,7.427569,8.50485,11.0
398,M,1.6625,1.275,0.4375,42.51007525,17.76096175,7.7961125,12.3320325,13.0
399,M,1.3,1.0,0.3375,17.463292,7.41339425,4.082328,5.0178615,10.0
400,I,1.425,1.0625,0.3375,19.901349,9.05766525,3.50116325,6.3786375,9.0
401,M,1.5875,1.2875,0.475,44.69298675,20.45416425,10.67358675,11.24057675,11.0
402,M,1.45,1.125,0.375,27.51318975,11.32562525,6.2085405,8.3631025,10.0
403,F,1.675,1.2625,0.4125,38.00250475,13.36678925,8.1363065,12.3320325,15.0
404,M,1.4625,1.1625,0.3125,24.76328825,11.8784405,5.953395,6.23689,9.0
405,I,1.175,0.9,0.3125,14.5432935,6.30776375,3.44446425,4.53592,8.0
406,M,1.675,1.3125,0.45,39.19318375,19.1359125,8.88756825,11.623295,11.0
407,I,1.375,1.0875,0.35,20.638436,9.07184,4.989512,5.386405,10.0
408,M,1.5125,1.175,0.4375,32.02076025,14.75591475,6.30776375,8.6465975,9.0
409,I,1.3,0.9875,0.3125,18.46969925,8.34892775,3.86970675,5.5281525,9.0
410,I,0.85,0.6375,0.2125,5.06038575,2.2963095,0.94970825,1.5592225,7.0
411,I,0.875,0.6625,0.175,5.25883225,2.11203775,1.17650425,1.70097,5.0
412,F,1.575,1.2375,0.475,37.71900975,16.23008875,9.00096625,10.0640725,11.0
413,M,1.1375,0.8875,0.2875,15.12445825,7.49844275,3.58621175,3.75630875,10.0
414,M,1.6125,1.25,0.425,38.20095125,13.834556,8.49067525,13.7495075,17.0
415,I,1.2625,0.9875,0.3125,15.43630275,7.10154975,3.3735905,4.365823,11.0
416,F,1.65,1.25,0.45,43.02036625,20.2131935,10.546014,12.6155275,11.0
417,F,1.5125,1.1875,0.4,28.7180435,13.82038125,5.726599,8.3631025,9.0
418,M,1.5125,1.25,0.3875,32.545226,13.08329425,6.577084,9.4970825,10.0
419,I,0.8875,0.6375,0.2,6.13766675,2.84912475,1.0489315,1.74349425,7.0
420,I,1.4625,1.125,0.375,27.17299575,12.6722265,4.80524025,7.087375,10.0
421,F,1.125,0.8375,0.2625,10.262519,4.97533725,2.5231055,3.40194,9.0
422,F,1.5375,1.225,0.4125,33.1972645,14.72756525,7.2858215,9.922325,12.0
423,F,1.05,0.8125,0.25,9.525432,3.78465825,2.324659,2.6932025,9.0
424,I,1.1875,0.8875,0.275,11.35397475,4.649318,2.948348,3.40194,7.0
425,I,0.7375,0.55,0.1625,3.64291075,1.3891255,0.793786,0.9922325,7.0
426,F,1.25,0.9625,0.3125,15.15280775,6.7755305,2.9199985,4.6776675,8.0
427,M,1.3,0.9875,0.3,18.92329125,8.561549,3.742134,5.2446575,8.0
428,F,1.675,1.3,0.4125,40.78075575,17.1514475,8.3064035,11.056305,11.0
429,I,0.6875,0.5125,0.175,2.721552,1.020582,0.52446575,0.850485,6.0
430,M,1.5125,1.1625,0.425,31.31202275,12.79979925,7.257472,10.77281,13.0
431,F,1.6125,1.25,0.4125,34.9549335,19.09338825,7.427569,9.128539,11.0
432,M,1.4375,1.125,0.4,28.02348075,9.25611175,6.13766675,9.07184,14.0
433,F,1.525,1.1875,0.425,34.65726375,15.06775925,7.4559185,9.7805775,10.0
434,F,1.5625,1.25,0.45,35.380176,15.52135125,8.3064035,9.922325,12.0
435,I,0.4625,0.3375,0.1,1.31825175,0.5953395,0.18427175,0.396893,4.0
436,M,1.6,1.25,0.4125,35.02580725,18.83824275,5.4714535,9.0434905,11.0
437,I,0.8375,0.6375,0.1875,5.82582225,2.11203775,1.13398,1.70097,6.0
438,M,1.525,1.2,0.4125,35.4652245,15.94659375,7.1724235,9.07184,13.0
439,F,1.325,1.075,0.4125,22.8780465,8.77417025,5.3580555,7.087375,12.0
440,I,1.4625,1.125,0.4,28.973189,12.0485375,6.010094,9.08601475,14.0
441,F,1.3375,1.025,0.4,23.71435675,8.6465975,4.63514325,7.654365,12.0
442,I,1.2875,0.975,0.3375,21.27629975,9.25611175,3.41611475,5.2446575,8.0
443,F,1.0875,0.8625,0.2875,10.0073735,4.32329875,2.381358,3.5436875,9.0
444,I,1.25,0.9875,0.3125,17.19397175,7.04485075,3.92640575,4.53592,9.0
445,M,1.2375,0.9625,0.35,16.85377775,5.96756975,3.8271825,7.12989925,11.0
446,M,1.5625,1.275,0.4125,37.23706825,16.68368075,7.01650125,10.07824725,11.0
447,M,1.5625,1.2,0.4125,30.51823675,14.2030995,6.36446275,8.0796075,9.0
448,M,1.375,1.075,0.35,23.45921125,10.70193625,4.97533725,6.9456275,10.0
449,I,1.2125,0.875,0.35,15.2236815,5.71242425,1.7293195,4.3941725,18.0
450,M,1.5875,1.2,0.425,35.76289425,15.71979775,8.71747125,9.63883,11.0
451,M,1.3125,1.0125,0.3125,19.901349,9.8372765,4.12485225,5.17378375,8.0
452,I,1.3125,0.9875,0.3125,16.8679525,7.711064,3.7137845,4.9611625,9.0
453,M,1.375,1.125,0.375,24.67823975,10.9712565,5.99591925,6.9456275,10.0
454,F,1.6375,1.2625,0.45,38.838815,16.726205,8.66077225,11.1980525,10.0
455,M,1.5375,1.2,0.4375,31.2694985,14.84096325,7.01650125,8.0796075,9.0
456,M,1.4125,1.1,0.3625,24.720764,12.51630425,5.329706,6.23689,9.0
457,I,1.1375,0.8875,0.3,13.90542975,5.37223025,3.628736,3.8271825,8.0
458,F,1.65,1.2625,0.4,40.704835,19.09338825,8.57572375,8.788345,11.0
459,I,0.875,0.6875,0.2625,6.1518415,2.8066005,1.0489315,2.26796,9.0
460,F,1.5625,1.2,0.4125,34.74231225,16.62698175,8.1363065,9.865626,10.0
461,I,1.2125,1.0,0.3,16.9246515,7.35669525,3.572037,5.2446575,8.0
462,M,1.6125,1.25,0.475,33.46658475,16.23008875,6.747181,10.0640725,10.0
463,I,1.3625,1.0625,0.2875,18.71067,8.29222875,3.96893,5.6699,8.0
464,M,1.6125,1.25,0.4375,32.95629375,14.911837,6.917278,9.63883,10.0
465,F,1.2375,0.9625,0.3,16.93882625,8.6465975,3.78465825,4.819415,9.0
466,I,0.6875,0.55,0.175,2.608154,1.17650425,0.56699,0.850485,6.0
467,F,1.45,1.15,0.3625,26.32251075,10.47514025,5.79747275,7.654365,9.0
468,F,1.4625,1.15,0.4625,31.19862475,13.87708025,7.52679225,7.49844275,10.0
469,M,1.5,1.225,0.3625,29.27085875,11.8217415,5.556502,8.788345,11.0
470,F,1.575,1.25,0.475,38.90968875,12.85649825,6.917278,14.74174,20.0
471,F,1.3,1.0375,0.3125,19.901349,10.149121,4.139027,4.6776675,7.0
472,M,1.5125,1.2375,0.3875,32.034935,15.52135125,6.67630725,8.15048125,12.0
473,I,0.9625,0.6875,0.2375,7.98038425,3.061746,1.4458245,1.984465,6.0
474,I,0.9625,0.7375,0.25,9.752228,4.6776675,1.4458245,2.2963095,6.0
475,M,1.2875,0.975,0.3125,18.71067,8.6465975,4.40834725,4.9611625,9.0
476,I,1.15,0.95,0.3125,14.07552675,5.37223025,3.005047,5.2446575,10.0
477,I,1.1875,0.925,0.3,14.628342,6.67630725,3.69960975,3.572037,9.0
478,I,0.9125,0.6875,0.25,5.59902625,2.48058125,1.14815475,1.8427175,6.0
479,I,0.8375,0.6375,0.225,5.556502,2.19708625,0.963883,1.70097,5.0
480,I,1.325,1.0125,0.375,25.060958,9.51125725,4.9044635,6.39281225,11.0
481,F,1.3125,1.0,0.35,18.9658155,7.98038425,4.01145425,5.5281525,9.0
482,F,1.575,1.25,0.4375,38.782116,16.8112535,7.72523875,10.489315,11.0
483,M,1.4875,1.15,0.425,27.839209,11.94931425,5.08873525,8.63242275,10.0
484,M,1.5625,1.225,0.4375,37.5630875,16.499409,7.3992195,9.6671795,12.0
485,I,1.0125,0.8125,0.275,10.2908685,4.46504625,1.80019325,2.9766975,8.0
486,M,1.575,1.25,0.4,33.8776525,15.97494325,6.973977,9.6671795,11.0
487,M,1.2875,1.0,0.35,20.638436,8.94426725,3.86970675,6.23689,10.0
488,F,1.4625,1.1625,0.4,25.287754,10.87203325,5.896696,7.2291225,9.0
489,I,1.3125,1.0125,0.3125,18.10115575,8.561549,4.03980375,5.6699,10.0
490,I,0.9875,0.7375,0.2375,8.60407325,3.515338,1.31825175,2.48058125,8.0
491,M,1.25,0.9625,0.35,17.76096175,7.1157245,3.7137845,4.9611625,10.0
492,I,1.175,0.8875,0.3125,13.99047825,6.9456275,2.87747425,3.8271825,8.0
493,M,1.625,1.3,0.4625,44.06929775,18.83824275,6.95980225,12.757275,13.0
494,I,1.175,0.9,0.3,15.5071765,6.0951425,3.04757125,4.309124,8.0
495,I,1.2,0.9,0.275,13.0124205,5.2446575,2.90582375,4.1673765,8.0
496,M,1.55,1.2125,0.3875,36.7693015,17.6050395,8.43397625,8.9300925,11.0
497,I,0.8375,0.6375,0.2,5.71242425,2.551455,1.14815475,1.5592225,6.0
498,I,1.2,0.95,0.2875,14.72756525,5.556502,2.84912475,4.3941725,10.0
499,M,1.475,1.1625,0.3125,26.80445225,11.38232425,6.0384435,7.2291225,11.0
500,I,1.15,0.8875,0.3125,14.0330025,6.5487345,3.24601775,3.5436875,7.0
501,M,1.425,1.0875,0.425,26.308336,8.85921875,5.1879585,8.50485,15.0
502,I,1.0125,0.7875,0.3,9.4970825,4.025629,1.7293195,3.2601925,11.0
503,M,1.4,1.1,0.3625,24.4089195,10.602713,6.0951425,7.37087,12.0
504,I,0.7125,0.5375,0.1875,3.35941575,1.20485375,0.52446575,0.9922325,7.0
505,I,1.275,0.975,0.3375,16.45688475,6.98815175,3.30271675,4.762716,8.0
506,F,1.3,1.0375,0.35,21.885814,9.85145125,4.86193925,6.0384435,10.0
507,I,0.4625,0.3375,0.125,0.907184,0.3118445,0.21262125,0.283495,4.0
508,F,1.5,1.1875,0.4375,29.41260625,13.25339125,7.7394135,9.08601475,12.0
509,F,1.1875,0.975,0.3375,14.571643,5.443104,2.96252275,4.3941725,14.0
510,F,1.5,1.2125,0.4125,29.69610125,12.26115875,6.08096775,8.3631025,12.0
511,M,0.575,0.4375,0.15,1.6726205,0.737087,0.35436875,0.56699,5.0
512,M,1.4125,1.1,0.4375,29.0582375,11.4815475,6.36446275,8.0796075,10.0
513,M,0.975,0.725,0.2375,7.10154975,3.41611475,1.28990225,2.26796,11.0
514,I,1.2125,0.8875,0.3125,13.53688625,6.2085405,2.4664065,4.15320175,8.0
515,F,1.5625,1.225,0.375,32.89959475,13.947954,6.67630725,9.07184,9.0
516,I,0.9,0.6625,0.2375,6.30776375,2.551455,1.31825175,2.1262125,7.0
517,F,0.95,0.75,0.25,7.38504475,3.005047,1.65844575,2.4097075,7.0
518,M,1.3375,1.05,0.3375,23.43086175,10.02154825,4.5642695,6.6621325,8.0
519,I,0.925,0.725,0.225,8.57572375,4.0539785,1.88524175,2.4097075,7.0
520,M,1.7125,1.325,0.4375,41.34774575,20.0430965,8.8166945,11.4815475,10.0
521,I,1.3125,0.975,0.2875,14.16057525,6.27941425,2.90582375,4.53592,8.0
522,M,1.5625,1.2,0.45,34.8415355,16.045817,8.34892775,9.355335,10.0
523,M,1.3125,0.9875,0.3125,16.74037975,7.92368525,3.2601925,4.819415,9.0
524,F,1.4125,1.1,0.3375,29.44095575,14.69921575,5.8683465,7.37087,12.0
525,F,1.5875,1.225,0.3875,38.96638775,17.22232125,8.6465975,10.5176645,9.0
526,F,1.2875,0.9875,0.3,16.25843825,7.44174375,3.6003865,4.35164825,10.0
527,I,1.325,1.0625,0.325,17.90270925,6.4920355,4.15320175,6.3786375,9.0
528,M,1.3375,1.0875,0.325,21.803092,10.4042665,4.52174525,5.216308,12.0
529,M,1.575,1.2625,0.375,32.07745925,15.37960375,6.42116175,8.9300925,9.0
530,I,0.5375,0.375,0.1375,1.13398,0.510291,0.35436875,0.29766975,4.0
531,I,1.3125,1.0,0.3,16.68368075,6.690482,3.72795925,5.11708475,8.0
532,M,1.8,1.4375,0.5375,60.6962795,29.10076175,11.5382465,13.721158,10.0
533,I,1.125,0.875,0.275,13.50853675,3.8838815,2.778251,5.2446575,11.0
534,I,0.9,0.675,0.2375,6.7188315,2.9766975,1.304077,2.041164,7.0
535,M,1.4875,1.175,0.4,31.62386725,11.97766375,6.350288,9.07184,12.0
536,I,0.9125,0.675,0.2125,6.2085405,2.67902775,1.48834875,1.871067,6.0
537,M,1.7625,1.3875,0.45,53.580555,26.932025,11.35397475,14.0330025,12.0
538,M,1.475,1.1625,0.3125,30.0221205,13.79203175,7.427569,7.7961125,9.0
539,I,0.925,0.6875,0.2375,7.55514175,3.458639,2.08368825,2.19708625,7.0
540,M,1.4125,1.0625,0.425,24.777463,9.6671795,5.8683465,7.37087,14.0
541,I,1.375,1.0125,0.325,19.57532975,8.03708325,4.40834725,5.2446575,8.0
542,M,1.3375,1.025,0.4125,24.67823975,8.40562675,5.14543425,8.6465975,15.0
543,F,1.575,1.2125,0.4375,36.117263,14.50076925,8.68912175,10.489315,12.0
544,M,1.675,1.3,0.5125,42.184056,13.93377925,10.75863525,16.44271,16.0
545,F,1.525,1.1875,0.425,30.900955,13.9763035,6.10931725,8.9300925,10.0
546,F,1.5625,1.175,0.375,31.1561005,15.252031,6.350288,7.10154975,8.0
547,M,1.475,1.125,0.3875,26.18076325,10.98543125,6.80388,7.5126175,10.0
548,M,1.55,1.2125,0.375,29.69610125,13.267566,7.81028725,8.9300925,8.0
549,I,0.9625,0.7,0.2125,7.2858215,3.061746,1.7860185,2.26796,6.0
550,I,1.375,1.0625,0.3625,22.849697,10.78698475,4.8477645,6.9456275,9.0
551,I,0.6875,0.5,0.15,3.67126025,1.54504775,0.793786,0.9922325,5.0
552,I,1.425,1.0875,0.3625,22.849697,9.87980075,4.649318,7.2291225,13.0
553,F,1.3375,1.0875,0.3375,21.36134825,11.793392,4.309124,5.386405,8.0
554,M,1.325,1.025,0.3125,21.829115,9.8372765,4.01145425,7.087375,15.0
555,F,1.4125,1.125,0.4375,29.24250925,9.99319875,5.59902625,10.489315,20.0
556,F,1.3125,1.0625,0.425,20.1564945,8.34892775,5.5281525,5.783298,11.0
557,I,0.4,0.3,0.1125,0.5953395,0.21262125,0.15592225,0.1984465,4.0
558,I,0.875,0.65,0.225,5.00368675,2.19708625,1.1623295,1.814368,8.0
559,M,1.4375,1.0875,0.3875,24.777463,10.16329575,5.8683465,6.23689,11.0
560,M,1.5625,1.2,0.425,35.6920205,16.0174675,8.561549,9.4970825,12.0
561,I,1.4,1.0625,0.325,19.901349,9.8372765,3.6003865,6.3786375,8.0
562,I,1.1875,0.9125,0.35,13.45183775,5.159609,3.86970675,4.53592,10.0
563,F,1.1625,0.8875,0.275,13.551061,5.74077375,2.948348,4.252425,9.0
564,I,1.0375,0.7875,0.25,10.886208,4.77689075,1.74349425,2.4097075,6.0
565,F,1.4625,1.125,0.4625,25.2027055,10.19164525,5.386405,8.0796075,11.0
566,M,1.575,1.225,0.425,33.52328375,14.17475,6.3219385,9.865626,11.0
567,I,0.9625,0.7125,0.2,7.9095105,3.55786225,1.757669,1.984465,7.0
568,I,1.3125,1.0,0.3125,19.80212575,8.50485,4.139027,5.10291,7.0
569,I,0.8875,0.7,0.2125,6.917278,2.948348,1.63009625,1.927766,9.0
570,F,1.525,1.2125,0.4125,32.6869735,15.1669825,6.25106475,7.93786,8.0
571,F,1.5375,1.1875,0.45,27.499015,8.32057825,7.3992195,9.7805775,13.0
572,M,1.5125,1.175,0.4125,32.98464325,15.195332,7.27164675,8.9300925,11.0
573,M,0.9625,0.725,0.225,7.9095105,3.175144,1.587572,2.26796,10.0
574,I,0.9625,0.725,0.225,7.10154975,3.005047,1.14815475,2.19708625,6.0
575,I,1.175,0.875,0.2625,12.54465375,4.9611625,2.87747425,3.8271825,9.0
576,F,1.6125,1.2375,0.4,36.7693015,16.51358375,8.674947,8.50485,9.0
577,M,1.475,1.175,0.3625,28.73221825,13.6928085,5.40057975,7.087375,10.0
578,I,1.4,1.075,0.3875,25.0326085,10.64523725,5.6699,7.2291225,11.0
579,M,1.3125,1.0375,0.375,20.3265915,9.87980075,5.25883225,5.953395,9.0
580,M,1.4125,1.075,0.3125,23.8986285,10.90038275,4.3941725,7.72523875,14.0
581,I,0.4375,0.3375,0.1,0.69456275,0.29766975,0.170097,0.283495,4.0
582,F,1.2125,0.8875,0.325,13.45183775,5.273007,3.01922175,5.06038575,9.0
583,I,1.425,1.1,0.375,28.42037375,10.78698475,6.59125875,8.221355,11.0
584,F,1.45,1.125,0.475,33.26813825,13.65028425,9.015141,9.7805775,14.0
585,M,1.6125,1.25,0.4375,39.2073585,19.03668925,8.561549,9.07184,10.0
586,F,1.4625,1.125,0.375,25.7129965,11.736693,6.066793,7.0590255,11.0
587,I,1.1,0.85,0.25,10.6310625,4.479221,2.11203775,2.1262125,7.0
588,F,1.5875,1.2375,0.425,38.68289275,17.3215445,8.57572375,9.14271375,9.0
589,F,1.3,1.0625,0.375,20.184844,7.98038425,4.37999775,6.3786375,11.0
590,M,1.25,0.95,0.3125,16.8679525,6.76135575,3.8271825,5.386405,9.0
591,I,0.9125,0.675,0.225,7.98038425,4.09650275,1.43164975,2.05533875,6.0
592,I,1.1875,0.8875,0.3,14.69921575,6.13766675,2.56562975,3.5436875,7.0
593,F,1.6125,1.2125,0.3875,30.71668325,14.8267885,6.5487345,8.6465975,10.0
594,I,0.925,0.7125,0.2,6.30776375,2.7499015,1.14815475,1.8427175,6.0
595,F,1.375,1.075,0.35,23.40251225,10.7444605,4.89028875,6.23689,10.0
596,F,1.1,0.8625,0.2875,10.27669375,3.798833,2.36718325,4.53592,9.0
597,F,1.6125,1.2625,0.375,39.93803825,16.3009625,7.824462,11.7650425,16.0
598,F,1.5125,1.2,0.425,28.16522825,11.15552825,6.860579,8.0796075,9.0
599,M,1.5375,1.2125,0.45,34.37376875,16.51358375,6.50621025,9.11436425,11.0
600,I,1.075,0.8,0.2375,10.2341695,4.9044635,2.42388225,2.9766975,7.0
601,F,1.45,1.1375,0.4375,30.94347925,9.7238785,7.78193775,9.4970825,16.0
602,I,0.5,0.3375,0.1625,1.45999925,1.020582,0.226796,0.3118445,7.0
603,M,1.1875,0.8875,0.3,16.76872925,6.973977,3.33106625,5.2446575,9.0
604,F,1.6875,1.3125,0.425,38.90968875,17.70426275,8.37727725,11.3398,13.0
605,F,1.55,1.2,0.375,30.8726055,14.35902175,6.3219385,8.6465975,9.0
606,F,1.575,1.2,0.4375,39.972795,17.463292,8.43397625,10.0640725,12.0
607,M,1.3,1.0,0.3375,17.463292,6.8889285,3.72795925,5.953395,10.0
608,F,1.5125,1.2375,0.4,34.8415355,14.33067225,6.577084,10.886208,17.0
609,M,1.2375,0.95,0.3,15.025235,5.613201,3.81300775,4.9611625,11.0
610,I,1.15,0.925,0.275,15.252031,6.5487345,3.118445,4.2807745,9.0
611,M,1.3875,1.075,0.4625,21.95668775,9.2702865,4.46504625,6.6621325,9.0
612,F,1.6125,1.25,0.4,36.10308825,16.57028275,8.2497045,9.02931575,12.0
613,I,0.9625,0.725,0.2125,7.72523875,3.2601925,1.85689225,2.4097075,7.0
614,I,0.4,0.3125,0.0625,0.510291,0.21262125,0.12757275,0.1417475,4.0
615,M,1.35,1.0375,0.375,25.67047225,10.6877615,6.16601625,8.221355,11.0
616,F,1.625,1.25,0.4375,35.81959325,14.7133905,7.030676,9.4970825,13.0
617,I,1.225,0.9375,0.3,14.2030995,6.690482,3.3168915,4.53592,8.0
618,I,0.7375,0.5625,0.2,4.86193925,1.474174,0.737087,1.13398,11.0
619,I,1.15,0.8875,0.275,12.0485375,4.97533725,2.56562975,3.685435,7.0
620,F,1.25,1.025,0.3375,20.25571775,8.66077225,4.55009475,6.23689,15.0
621,M,1.4625,1.1875,0.4375,29.44095575,11.15552825,7.37087,9.2135875,15.0
622,M,1.45,1.125,0.375,27.78251,13.9196045,6.010094,7.37087,8.0
623,F,1.5625,1.2,0.4125,34.65726375,17.67591325,7.7394135,9.63883,12.0
624,F,1.5375,1.2125,0.4,31.96406125,11.963489,6.0951425,9.4970825,20.0
625,M,1.2,0.925,0.2875,18.10115575,8.34892775,5.62737575,4.819415,8.0
626,M,1.575,1.2875,0.4875,63.105987,12.74310025,11.283101,25.4295015,16.0
627,I,1.0125,0.775,0.2375,8.845044,3.86970675,1.7860185,2.664853,14.0
